symbol,bb_period,bb_std,adx_ceil,rsi_floor,rsi_ceil,tp,sl,max_hold,bb_exit_mid,avg_oos,total_n,passed,F1_sharpe,F1_wr,F1_n,F1_mdd,F1_avg,F2_sharpe,F2_wr,F2_n,F2_mdd,F2_avg
KRW-BTC,20,2.0,25,25,45,0.025,0.008,24,True,-31.99722483893848,272,False,-48.469247323535996,0.35294117647058826,119,-0.37545537051215383,-0.003997935221289358,-15.525202354340959,0.45751633986928103,153,-0.2360886800425001,-0.0014692079878752546
KRW-BTC,20,2.0,25,25,45,0.025,0.008,24,False,-20.87105075461954,251,False,-25.73617372539997,0.23008849557522124,113,-0.30532831744193406,-0.003234380870298606,-16.00592778383911,0.2898550724637681,138,-0.2871717714435576,-0.0019518829801629042
KRW-BTC,20,2.0,25,25,45,0.025,0.01,12,True,-29.737486078779494,268,False,-44.12692210583028,0.3706896551724138,116,-0.3911164273919564,-0.004199151213786842,-15.348050051728706,0.4605263157894737,152,-0.23173750398467835,-0.0015522987299462691
KRW-BTC,20,2.0,25,25,45,0.025,0.01,12,False,-25.048264655636093,259,False,-37.009807668369874,0.2743362831858407,113,-0.3900597579044189,-0.004206759104807473,-13.08672164290231,0.3835616438356164,146,-0.23459848947809855,-0.0014721944959531074
KRW-BTC,20,2.0,25,25,45,0.025,0.01,24,True,-27.856827297191685,264,False,-41.569724985393826,0.40869565217391307,115,-0.3808135814117161,-0.004087939390924141,-14.143929608989545,0.5033557046979866,149,-0.22136127083139243,-0.0014810593552762846
KRW-BTC,20,2.0,25,25,45,0.025,0.01,24,False,-19.602773292747774,237,False,-22.880670956787093,0.3018867924528302,106,-0.30306883577783084,-0.003205731520865896,-16.324875628708455,0.31297709923664124,131,-0.2939839468736116,-0.002195472289649366
KRW-BTC,20,2.0,25,25,45,0.025,0.015,12,True,-27.157380276048805,250,False,-39.361102202955905,0.4485981308411215,107,-0.385602538182566,-0.004635773039596595,-14.953658349141707,0.4965034965034965,143,-0.23956242884529533,-0.0017371485137805535
KRW-BTC,20,2.0,25,25,45,0.025,0.015,12,False,-24.098112063877984,239,False,-36.59986194586438,0.3137254901960784,102,-0.39931300702968175,-0.004832495987700478,-11.596362181891589,0.39416058394160586,137,-0.22605261977031058,-0.0015245733289217219
KRW-BTC,20,2.0,25,25,45,0.025,0.015,24,True,-25.311117812613105,244,False,-36.827346996938694,0.5047619047619047,105,-0.37471255017397603,-0.004552267738566976,-13.794888628287518,0.5683453237410072,139,-0.23056849105548072,-0.0016971163889591104
KRW-BTC,20,2.0,25,25,45,0.025,0.015,24,False,-19.836641432482203,214,False,-25.015321904219494,0.35106382978723405,94,-0.31470330619171205,-0.004072608833076503,-14.65796096074491,0.375,120,-0.28968810440044923,-0.0023122641435847757
KRW-BTC,20,2.0,25,25,45,0.03,0.008,12,True,-32.17755439733796,275,False,-50.52515894311088,0.3416666666666667,120,-0.38047775694591085,-0.004033334690475152,-13.829949851565036,0.44516129032258067,155,-0.21858803677579597,-0.0013188017837522984
KRW-BTC,20,2.0,25,25,45,0.03,0.008,12,False,-25.637987094663348,269,False,-39.771891568276864,0.2689075630252101,119,-0.36527426324943585,-0.003851508734792977,-11.504082621049834,0.36666666666666664,150,-0.2214605450469701,-0.001237330270329686
KRW-BTC,20,2.0,25,25,45,0.03,0.008,24,True,-31.61639325147167,272,False,-48.469247323535996,0.35294117647058826,119,-0.37545537051215383,-0.003997935221289358,-14.763539179407344,0.45751633986928103,153,-0.22993786018724063,-0.0014212988603804365
KRW-BTC,20,2.0,25,25,45,0.03,0.008,24,False,-20.68876062108177,251,False,-24.593168187960387,0.23008849557522124,113,-0.3021986269433756,-0.0031903645150315016,-16.784353054203155,0.2826086956521739,138,-0.3008509558369928,-0.002092753083732882
KRW-BTC,20,2.0,25,25,45,0.03,0.01,12,True,-28.812334064017886,268,False,-42.97759453049878,0.3706896551724138,116,-0.38814626362313726,-0.0041561124206833935,-14.647073597536997,0.4605263157894737,152,-0.22555164956533852,-0.0015040744108231956
KRW-BTC,20,2.0,25,25,45,0.03,0.01,12,False,-25.13509514324942,259,False,-37.7715063692581,0.2743362831858407,113,-0.39753869232448785,-0.004273144430203552,-12.498683917240738,0.3835616438356164,146,-0.22757717669477878,-0.0014302509923842482
KRW-BTC,20,2.0,25,25,45,0.03,0.01,24,True,-26.993950380463357,264,False,-40.50967768158869,0.40869565217391307,115,-0.37779315985762696,-0.004044526347445878,-13.478223079338024,0.5033557046979866,149,-0.2150918696190753,-0.0014318640767077802
KRW-BTC,20,2.0,25,25,45,0.03,0.01,24,False,-18.426764810469752,237,False,-19.999371759046657,0.3018867924528302,106,-0.28861375193894906,-0.0029573842123334707,-16.854157861892848,0.3053435114503817,131,-0.30450616199937514,-0.0023106480213373848
KRW-BTC,20,2.0,25,25,45,0.03,0.015,12,True,-28.32446122786028,250,False,-42.72191742117114,0.4392523364485981,107,-0.4066989221778678,-0.0049623851891293065,-13.927005034549415,0.4965034965034965,143,-0.23411616888841436,-0.0016509765102371461
KRW-BTC,20,2.0,25,25,45,0.03,0.015,12,False,-25.821601724716643,239,False,-41.2165374257732,0.30392156862745096,102,-0.4298324909474018,-0.00529760914230594,-10.426666023660092,0.39416058394160586,137,-0.21514292675265753,-0.0014069912010308207
KRW-BTC,20,2.0,25,25,45,0.03,0.015,24,True,-26.427228863180876,244,False,-40.020819062386146,0.49523809523809526,105,-0.3961828604678235,-0.0048851010719003106,-12.833638663975606,0.5683453237410072,139,-0.22505781644432915,-0.0016084646155295618
KRW-BTC,20,2.0,25,25,45,0.03,0.015,24,False,-19.948944553951808,214,False,-25.526701364352444,0.3404255319148936,94,-0.32778750290579783,-0.004270562931965474,-14.371187743551172,0.36666666666666664,120,-0.28239560808052927,-0.0023321243020002235
KRW-BTC,20,2.0,25,25,50,0.015,0.008,12,True,-31.408768966334563,280,False,-44.79344928145658,0.3524590163934426,122,-0.3619880267906501,-0.0037244163117198304,-18.024088651212548,0.43670886075949367,158,-0.23853769758091117,-0.0015617705350329332
KRW-BTC,20,2.0,25,25,50,0.015,0.008,12,False,-26.693055121075687,274,False,-38.32857919771898,0.2892561983471074,121,-0.3503143126041571,-0.0035978621751907645,-15.057531044432395,0.38562091503267976,153,-0.2355385038904483,-0.0014360115355396483
KRW-BTC,20,2.0,25,25,50,0.015,0.008,24,True,-31.09963025391643,277,False,-43.704257077657076,0.36363636363636365,121,-0.35915253836285904,-0.0037174688524531686,-18.495003430175785,0.4551282051282051,156,-0.24419414954716884,-0.0016194344016417516
KRW-BTC,20,2.0,25,25,50,0.015,0.008,24,False,-25.767970012437758,261,False,-35.08496247172659,0.28205128205128205,117,-0.3401018156486536,-0.0035821147765625625,-16.450977553148928,0.3611111111111111,144,-0.2486561371421612,-0.0017081146349468854
KRW-BTC,20,2.0,25,25,50,0.015,0.01,12,True,-30.32805568609726,273,False,-41.68426713740362,0.3813559322033898,118,-0.37906182734583255,-0.003974867688824055,-18.9718442347909,0.45161290322580644,155,-0.2531248578560831,-0.0017771583430879123
KRW-BTC,20,2.0,25,25,50,0.015,0.01,12,False,-27.249525642293804,266,False,-38.069737216882146,0.3076923076923077,117,-0.3788490167363457,-0.003997805406748433,-16.429314067705462,0.40268456375838924,149,-0.24539814672903112,-0.0016655410919220353
KRW-BTC,20,2.0,25,25,50,0.015,0.01,24,True,-28.496945308129717,269,False,-39.789005924021644,0.4188034188034188,117,-0.3708491481502424,-0.003895099906656749,-17.204884692237794,0.5,152,-0.2373765240672918,-0.0016729286642191714
KRW-BTC,20,2.0,25,25,50,0.015,0.01,24,False,-23.6836810797046,250,False,-30.020963129181546,0.3482142857142857,112,-0.3312026158073619,-0.0035092282562430056,-17.346399030227655,0.38405797101449274,138,-0.26794001148738344,-0.0019695339840800625
KRW-BTC,20,2.0,25,25,50,0.015,0.015,12,True,-30.40379016620021,253,False,-40.03652992455219,0.4537037037037037,108,-0.3900884523198929,-0.0046529335214616566,-20.771050407848232,0.47586206896551725,145,-0.28831412432941506,-0.002222515893354281
KRW-BTC,20,2.0,25,25,50,0.015,0.015,12,False,-27.196040924470907,244,False,-36.712364078034796,0.3523809523809524,105,-0.3984661355588485,-0.004602020130148411,-17.679717770907022,0.4028776978417266,139,-0.27981960212695045,-0.0020790154981059315
KRW-BTC,20,2.0,25,25,50,0.015,0.015,24,True,-28.727577950986216,247,False,-38.70846481515345,0.5,106,-0.38717775582666303,-0.004700155420375916,-18.74669108681898,0.5531914893617021,141,-0.2736408867498334,-0.0021357464896896395
KRW-BTC,20,2.0,25,25,50,0.015,0.015,24,False,-24.233802798926348,225,False,-31.225176376441212,0.3939393939393939,99,-0.35428206862246714,-0.004387786418664778,-17.24242922141148,0.4444444444444444,126,-0.29683342231227505,-0.0023040909473808708
KRW-BTC,20,2.0,25,25,50,0.02,0.008,12,True,-32.64474780079619,280,False,-48.04798474805273,0.3442622950819672,122,-0.3777914688509365,-0.0039301908091955865,-17.241510853539655,0.43037974683544306,158,-0.2481496098243054,-0.0015512289448217898
KRW-BTC,20,2.0,25,25,50,0.02,0.008,12,False,-26.67995978357626,274,False,-37.78470089771145,0.2727272727272727,121,-0.3582082776039795,-0.003695307493410546,-15.575218669441067,0.3660130718954248,153,-0.2622951852474375,-0.0015614896818762166
KRW-BTC,20,2.0,25,25,50,0.02,0.008,24,True,-31.93322691109148,277,False,-46.165859410260516,0.35537190082644626,121,-0.3727473050281722,-0.0038945240264320414,-17.70059441192245,0.44871794871794873,156,-0.25374042823960974,-0.0016088078737609925
KRW-BTC,20,2.0,25,25,50,0.02,0.008,24,False,-23.365967375689642,258,False,-27.062695926065224,0.25862068965517243,116,-0.31229852095167404,-0.003141637091147048,-19.669238825314064,0.3028169014084507,142,-0.30809904857472664,-0.002191376217917811
KRW-BTC,20,2.0,25,25,50,0.02,0.01,12,True,-30.351115898060385,273,False,-42.805087272779126,0.3728813559322034,118,-0.3926862083906218,-0.004119922677739665,-17.897144523341645,0.44516129032258067,155,-0.2559884963506809,-0.001747086915646875
KRW-BTC,20,2.0,25,25,50,0.02,0.01,12,False,-26.565428728771497,265,False,-36.315733004289754,0.29310344827586204,116,-0.38214667130162044,-0.004030587994065079,-16.81512445325324,0.3825503355704698,149,-0.2706701357687245,-0.0017838987775456849
KRW-BTC,20,2.0,25,25,50,0.02,0.01,24,True,-28.25144809728105,269,False,-40.36643317025285,0.41025641025641024,117,-0.38240992448658057,-0.004009934744703273,-16.136463024309254,0.4934210526315789,152,-0.2405157213648453,-0.0016339625972228325
KRW-BTC,20,2.0,25,25,50,0.02,0.01,24,False,-22.301843497701018,245,False,-23.146561313453372,0.32727272727272727,110,-0.2956568063613758,-0.0030414078783715355,-21.457125681948664,0.31851851851851853,135,-0.3324662979383667,-0.0026153398485715866
KRW-BTC,20,2.0,25,25,50,0.02,0.015,12,True,-28.986968986674945,253,False,-40.246166671403145,0.4537037037037037,108,-0.3916513219532479,-0.004684926179605442,-17.72777130194675,0.47586206896551725,145,-0.26492872896974584,-0.0019837843674690332
KRW-BTC,20,2.0,25,25,50,0.02,0.015,12,False,-25.802514602192204,243,False,-36.0074422479345,0.33653846153846156,104,-0.4054465545990855,-0.004659815325562012,-15.597586956449913,0.38848920863309355,139,-0.2653989783426539,-0.0019335363648914112
KRW-BTC,20,2.0,25,25,50,0.02,0.015,24,True,-27.15277726406727,247,False,-38.46804847251577,0.5,106,-0.3870863668123626,-0.004698027066026199,-15.837506055618773,0.5531914893617021,141,-0.24883932258893396,-0.001881293708246777
KRW-BTC,20,2.0,25,25,50,0.02,0.015,24,False,-21.53773210311397,220,False,-24.556605095711582,0.3711340206185567,97,-0.33874423327532244,-0.0038384590203468494,-18.51885911051636,0.3821138211382114,123,-0.32077637706658096,-0.002681431442835454
KRW-BTC,20,2.0,25,25,50,0.025,0.008,12,True,-32.7321730097228,280,False,-50.005936875035204,0.3442622950819672,122,-0.3827408829094771,-0.003996699084701862,-15.458409144410389,0.43037974683544306,158,-0.23703869874445255,-0.001440240450252841
KRW-BTC,20,2.0,25,25,50,0.025,0.008,12,False,-25.08729021225379,274,False,-36.664156181480614,0.2727272727272727,121,-0.3563370162913772,-0.0036694148415919495,-13.510424243026964,0.3660130718954248,153,-0.2471530513183145,-0.0014125013376985757
KRW-BTC,20,2.0,25,25,50,0.025,0.008,24,True,-31.950709632824736,277,False,-48.000002289518676,0.35537190082644626,121,-0.37773684334423857,-0.00396158195710779,-15.901416976130797,0.44871794871794873,156,-0.24271213876518166,-0.0014963964497744931
KRW-BTC,20,2.0,25,25,50,0.025,0.008,24,False,-21.219459188798368,256,False,-25.78370912606871,0.23478260869565218,115,-0.30886949817194237,-0.003222092310496288,-16.655209251528024,0.2907801418439716,141,-0.29780048314370816,-0.0020162852324498172
KRW-BTC,20,2.0,25,25,50,0.025,0.01,12,True,-30.081490670490574,273,False,-43.886169546029436,0.3728813559322034,118,-0.3945637935472659,-0.0041753870023379875,-16.276811794951715,0.44516129032258067,155,-0.24536240743030205,-0.0016371614522804412
KRW-BTC,20,2.0,25,25,50,0.025,0.01,12,False,-25.381032122144,264,False,-36.848848079979355,0.2782608695652174,115,-0.39324725614719425,-0.004178408495697939,-13.913216164308643,0.3825503355704698,149,-0.24744375253784637,-0.0015555535964012989
KRW-BTC,20,2.0,25,25,50,0.025,0.01,24,True,-27.99386986206795,269,False,-41.37706065028299,0.41025641025641024,117,-0.3843192800367014,-0.004065873123357992,-14.610679073852907,0.4934210526315789,152,-0.22966864784673124,-0.0015218675523425878
KRW-BTC,20,2.0,25,25,50,0.025,0.01,24,False,-19.888351276519703,242,False,-23.05816870955779,0.3055555555555556,108,-0.30801947496890936,-0.0032116677645844024,-16.718533843481616,0.31343283582089554,134,-0.3017723980195368,-0.0022285887894922165
KRW-BTC,20,2.0,25,25,50,0.025,0.015,12,True,-27.426783253059234,253,False,-38.99079475538149,0.4537037037037037,108,-0.3869545904485942,-0.004612153279498165,-15.862771750736977,0.47586206896551725,145,-0.252567711099194,-0.0018318468031807774
KRW-BTC,20,2.0,25,25,50,0.025,0.015,12,False,-24.314595800373215,242,False,-36.25726548142864,0.32038834951456313,103,-0.4041449949015758,-0.0048015388580565505,-12.371926119317791,0.38848920863309355,139,-0.2382890656947613,-0.0016169289404992283
KRW-BTC,20,2.0,25,25,50,0.025,0.015,24,True,-25.706923870041688,247,False,-37.30225403477383,0.5,106,-0.3823543917551197,-0.0046238810923319934,-14.111593705309545,0.5531914893617021,141,-0.23620774396102795,-0.0017250458584467975
KRW-BTC,20,2.0,25,25,50,0.025,0.015,24,False,-20.28589389531575,217,False,-25.65390313823551,0.3473684210526316,95,-0.3240600159189328,-0.004172915425616545,-14.917884652395985,0.36885245901639346,122,-0.2948523434057492,-0.0023340595455251427
KRW-BTC,20,2.0,25,25,50,0.03,0.008,12,True,-32.35623522789081,280,False,-50.005936875035204,0.3442622950819672,122,-0.3827408829094771,-0.003996699084701862,-14.706533580746402,0.43037974683544306,158,-0.23089552819840212,-0.0013938474343876059
KRW-BTC,20,2.0,25,25,50,0.03,0.008,12,False,-26.030416123862743,274,False,-39.44144143836718,0.2727272727272727,121,-0.3673157153227352,-0.0038139317157221734,-12.61939080935831,0.3660130718954248,153,-0.23780883457494223,-0.0013510793170451157
KRW-BTC,20,2.0,25,25,50,0.03,0.008,24,True,-31.571012550222473,277,False,-48.000002289518676,0.35537190082644626,121,-0.37773684334423857,-0.00396158195710779,-15.142022810926273,0.44871794871794873,156,-0.23661464931668266,-0.0014494086516545753
KRW-BTC,20,2.0,25,25,50,0.03,0.008,24,False,-21.027601195765648,256,False,-24.648031608428457,0.23478260869565218,115,-0.3057557616844113,-0.0031788414570599163,-17.40717078310284,0.28368794326241137,141,-0.3112757024002611,-0.0021541580997736253
KRW-BTC,20,2.0,25,25,50,0.03,0.01,12,True,-29.16475703382086,273,False,-42.75985923719338,0.3728813559322034,118,-0.3916104461987158,-0.004133077680304089,-15.569654830448334,0.44516129032258067,155,-0.2392862572717189,-0.001589870507075879
KRW-BTC,20,2.0,25,25,50,0.03,0.01,12,False,-25.457903169176497,264,False,-37.598078592237286,0.2782608695652174,115,-0.4006871062624797,-0.004243639293695825,-13.31772774611571,0.3825503355704698,149,-0.24054027413097812,-0.0015144545929042961
KRW-BTC,20,2.0,25,25,50,0.03,0.01,24,True,-27.141706717648827,269,False,-40.33682956531871,0.41025641025641024,117,-0.38131595945151453,-0.004023202183187051,-13.946583869978946,0.4934210526315789,152,-0.22346613552341985,-0.0014736432332195142
KRW-BTC,20,2.0,25,25,50,0.03,0.01,24,False,-18.713328302904426,242,False,-20.195858222226978,0.3055555555555556,108,-0.29366707258299757,-0.0029679194802840593,-17.230798383581874,0.30597014925373134,134,-0.31217853680667973,-0.0023411859600230406
KRW-BTC,20,2.0,25,25,50,0.03,0.015,12,True,-28.559057509055442,253,False,-42.29485946488196,0.4444444444444444,108,-0.4080045494249815,-0.00493574124246113,-14.823255553228925,0.47586206896551725,145,-0.24721459507766624,-0.0017468633789965893
KRW-BTC,20,2.0,25,25,50,0.03,0.015,12,False,-25.99332258697641,242,False,-40.796950092332075,0.3106796116504854,103,-0.43441897695580806,-0.005262136350966814,-11.189695081620748,0.38848920863309355,139,-0.2275518596860107,-0.0015010386417866131
KRW-BTC,20,2.0,25,25,50,0.03,0.015,24,True,-26.809047044301533,247,False,-40.46788022046746,0.49056603773584906,106,-0.40356230639396284,-0.004953574488558409,-13.150213868135607,0.5531914893617021,141,-0.23073745772421794,-0.0016376515569807887
KRW-BTC,20,2.0,25,25,50,0.03,0.015,24,False,-20.383897124552153,217,False,-26.14487092282713,0.3368421052631579,95,-0.3369655673370856,-0.004368785797148791,-14.622923326277173,0.36065573770491804,122,-0.28761286632171024,-0.002353594127573124
KRW-BTC,20,2.0,25,30,40,0.015,0.008,12,True,-32.926346788143434,212,False,-43.351135024413466,0.3617021276595745,94,-0.2834430237631313,-0.0036101417990064147,-22.50155855187341,0.4322033898305085,118,-0.22637908277509713,-0.001997371899029326
KRW-BTC,20,2.0,25,30,40,0.015,0.008,12,False,-24.63227257879904,209,False,-34.52553561441018,0.29347826086956524,92,-0.25778481546460397,-0.003298563345041022,-14.739009543187901,0.37606837606837606,117,-0.1966637578903188,-0.001455473487547401
KRW-BTC,20,2.0,25,30,40,0.015,0.008,24,True,-33.55510701605563,209,False,-44.68186479276726,0.3655913978494624,93,-0.29032752186005806,-0.0037521276331604716,-22.428349239344,0.45689655172413796,116,-0.22594720380276928,-0.0020188885808849906
KRW-BTC,20,2.0,25,30,40,0.015,0.008,24,False,-24.307088348225832,199,False,-30.4089360850882,0.29545454545454547,88,-0.24593021107691507,-0.0031570744844899106,-18.205240611363468,0.36936936936936937,111,-0.23205417010741639,-0.0019140388385538618
KRW-BTC,20,2.0,25,30,40,0.015,0.01,12,True,-34.23227416503738,209,False,-45.58849980103223,0.3804347826086957,92,-0.3161663558685571,-0.004210016010243162,-22.87604852904254,0.452991452991453,117,-0.24208799221305963,-0.0022058506106675175
KRW-BTC,20,2.0,25,30,40,0.015,0.01,12,False,-26.482540833036385,206,False,-38.60231589638703,0.3,90,-0.29787980355450916,-0.004002567726579327,-14.362765769685735,0.4051724137931034,116,-0.20859586365506183,-0.0015317149959565698
KRW-BTC,20,2.0,25,30,40,0.015,0.01,24,True,-33.797775936166076,206,False,-46.74158172345646,0.4065934065934066,91,-0.3255195032084109,-0.004405706723205201,-20.85397014887569,0.5043478260869565,115,-0.2272751575126439,-0.002098655602831439
KRW-BTC,20,2.0,25,30,40,0.015,0.01,24,False,-25.8419312087503,195,False,-32.61501481572537,0.3372093023255814,86,-0.2794467144586127,-0.0037538723874107434,-19.068847601775232,0.3944954128440367,109,-0.25811191230843566,-0.0022135117278431647
KRW-BTC,20,2.0,25,30,40,0.015,0.015,12,True,-32.33439702759785,198,False,-43.24350693376004,0.45348837209302323,86,-0.34278539679872494,-0.004939181382022141,-21.42528712143567,0.5,112,-0.24823705782179975,-0.0023986154108444914
KRW-BTC,20,2.0,25,30,40,0.015,0.015,12,False,-24.755353109475855,195,False,-37.965690912119804,0.34523809523809523,84,-0.34364631385038447,-0.0047534378898248485,-11.54501530683191,0.45045045045045046,111,-0.1847323866795843,-0.0014309408598358162
KRW-BTC,20,2.0,25,30,40,0.015,0.015,24,True,-31.991331870953825,194,False,-43.23050529727349,0.49411764705882355,85,-0.34685788613217855,-0.005114514395087961,-20.752158444634162,0.5779816513761468,109,-0.249137622035136,-0.0024698279955723892
KRW-BTC,20,2.0,25,30,40,0.015,0.015,24,False,-25.62287711562771,183,False,-33.92116825328531,0.3875,80,-0.3362160150024233,-0.004699856059992657,-17.324585977970106,0.47572815533980584,103,-0.24897538768717875,-0.0023827477740816488
KRW-BTC,20,2.0,25,30,40,0.02,0.008,12,True,-33.023828275945334,212,False,-45.5810560175145,0.35106382978723405,94,-0.29591004965531703,-0.0037961768645079887,-20.466600534376173,0.4322033898305085,118,-0.22373718245304947,-0.0018828971612446948
KRW-BTC,20,2.0,25,30,40,0.02,0.008,12,False,-23.47792196226292,209,False,-32.51157600939422,0.2717391304347826,92,-0.2717415863156188,-0.0033176868675653874,-14.444267915131617,0.36752136752136755,117,-0.2050866402091229,-0.0014786042436598429
KRW-BTC,20,2.0,25,30,40,0.02,0.008,24,True,-33.66821261450812,209,False,-46.937388154117116,0.3548387096774194,93,-0.3026747677223563,-0.003940163075710449,-20.39903707489912,0.45689655172413796,116,-0.22270556133362968,-0.0019024401407247617
KRW-BTC,20,2.0,25,30,40,0.02,0.008,24,False,-21.61916294072337,195,False,-25.992470728250197,0.26436781609195403,87,-0.25391583012574775,-0.0029884248927341253,-17.245855153196548,0.3148148148148148,108,-0.2531411754112075,-0.0020100995957139356
KRW-BTC,20,2.0,25,30,40,0.02,0.01,12,True,-34.13726241301263,209,False,-47.867143074638186,0.3695652173913043,92,-0.32941875402834203,-0.004421801838038248,-20.407381751387067,0.452991452991453,117,-0.23413556177390488,-0.0020477265161496826
KRW-BTC,20,2.0,25,30,40,0.02,0.01,12,False,-25.109773039350255,205,False,-36.574221425375356,0.2808988764044944,89,-0.3079315991120039,-0.0040448264121547214,-13.645324653325153,0.39655172413793105,116,-0.20550478911452172,-0.0015120063620354968
KRW-BTC,20,2.0,25,30,40,0.02,0.01,24,True,-33.71972471655982,206,False,-49.02512041339039,0.3956043956043956,91,-0.33859064144678236,-0.004619819867789244,-18.414329019729244,0.5043478260869565,115,-0.2216608669636449,-0.0019267414907215977
KRW-BTC,20,2.0,25,30,40,0.02,0.01,24,False,-23.541658371529852,190,False,-28.684546629677254,0.30952380952380953,84,-0.2817804263604939,-0.003615355884581297,-18.39877011338245,0.330188679245283,106,-0.27342595147182996,-0.0023531270171573545
KRW-BTC,20,2.0,25,30,40,0.02,0.015,12,True,-31.13232093884103,198,False,-43.44726149252489,0.45348837209302323,86,-0.3408337325604102,-0.004969290838382152,-18.817380385157172,0.5,112,-0.23898494037536183,-0.0021888563121071074
KRW-BTC,20,2.0,25,30,40,0.02,0.015,12,False,-23.174387283532358,194,False,-36.31981432768295,0.3253012048192771,83,-0.3509769322776626,-0.004747002828519219,-10.028960239381766,0.44144144144144143,111,-0.1747117411914355,-0.0012979122321332159
KRW-BTC,20,2.0,25,30,40,0.02,0.015,24,True,-30.801424730625513,194,False,-43.43345863954842,0.49411764705882355,85,-0.3476073256948679,-0.005144978080346325,-18.16939082170261,0.5779816513761468,109,-0.2351300297492037,-0.002242719830538722
KRW-BTC,20,2.0,25,30,40,0.02,0.015,24,False,-23.56616468750297,178,False,-29.445963129923612,0.358974358974359,78,-0.34003105875334994,-0.004465015658860213,-17.68636624508233,0.4,100,-0.2751541004064319,-0.0026313425905793303
KRW-BTC,20,2.0,25,30,40,0.025,0.008,12,True,-33.678397221007316,212,False,-47.98834975375875,0.35106382978723405,94,-0.30151079687149107,-0.003882496115696985,-19.368444688255885,0.4322033898305085,118,-0.21610810968352093,-0.0018189040922455928
KRW-BTC,20,2.0,25,30,40,0.025,0.008,12,False,-22.55080436016101,209,False,-32.774050420249445,0.2717391304347826,92,-0.26418769184464186,-0.003385832290351742,-12.327558300072575,0.36752136752136755,117,-0.1877543819580799,-0.0013158185001511777
KRW-BTC,20,2.0,25,30,40,0.025,0.008,24,True,-34.3471218990377,209,False,-49.39071372019359,0.3548387096774194,93,-0.30822170437659396,-0.004027410490890725,-19.303530077881813,0.45689655172413796,116,-0.21506634984250803,-0.0018373437429498132
KRW-BTC,20,2.0,25,30,40,0.025,0.008,24,False,-19.878443579628748,193,False,-25.671069536793812,0.23255813953488372,86,-0.24669661857245193,-0.003191499600789196,-14.085817622463681,0.29906542056074764,107,-0.24405359803557683,-0.0018033290187739958
KRW-BTC,20,2.0,25,30,40,0.025,0.01,12,True,-34.422592270230304,209,False,-50.0441121010947,0.3695652173913043,92,-0.3347529532237084,-0.004509997594687875,-18.80107243936591,0.452991452991453,117,-0.2266086837646185,-0.001940515557671957
KRW-BTC,20,2.0,25,30,40,0.025,0.01,12,False,-24.04518928289526,205,False,-36.827486473978006,0.2808988764044944,89,-0.3025518110354324,-0.004115268871664211,-11.262892091812516,0.39655172413793105,116,-0.18818164816503977,-0.00130477850004831
KRW-BTC,20,2.0,25,30,40,0.025,0.01,24,True,-34.05922768275374,206,False,-51.19763559789667,0.3956043956043956,91,-0.3438518820338057,-0.004708984808577877,-16.92081976761081,0.5043478260869565,115,-0.21401138826766658,-0.0018176659938355635
KRW-BTC,20,2.0,25,30,40,0.025,0.01,24,False,-20.084687252397597,188,False,-26.9461627865489,0.2891566265060241,83,-0.25829158499946453,-0.0036523168297376016,-13.223211718246294,0.3238095238095238,105,-0.24316721180182616,-0.0018696844458812442
KRW-BTC,20,2.0,25,30,40,0.025,0.015,12,True,-29.87492092575469,198,False,-42.8016766301054,0.45348837209302323,86,-0.33898493582287037,-0.0049359539405730134,-16.948165221403983,0.5,112,-0.23150572182032336,-0.0020322832572687703
KRW-BTC,20,2.0,25,30,40,0.025,0.015,12,False,-21.31345817129387,194,False,-35.31496853142462,0.3253012048192771,83,-0.33491278260772095,-0.004725868102302427,-7.311947811163124,0.44144144144144143,111,-0.15258345062441336,-0.0009913948268132741
KRW-BTC,20,2.0,25,30,40,0.025,0.015,24,True,-29.607434551148,194,False,-42.81249455782825,0.49411764705882355,85,-0.34577752719420213,-0.005111248983739432,-16.402374544467747,0.5779816513761468,109,-0.2276129253222392,-0.0020818374255672195
KRW-BTC,20,2.0,25,30,40,0.025,0.015,24,False,-19.55607839711243,176,False,-26.725701570139083,0.33766233766233766,77,-0.3069565967799077,-0.004347198869135519,-12.386455224085777,0.3939393939393939,99,-0.2412661903037929,-0.00202055214198772
KRW-BTC,20,2.0,25,30,40,0.03,0.008,12,True,-33.43339703869812,212,False,-47.98834975375875,0.35106382978723405,94,-0.30151079687149107,-0.003882496115696985,-18.878444323637492,0.4322033898305085,118,-0.21363235110306966,-0.001791438529058375
KRW-BTC,20,2.0,25,30,40,0.03,0.008,12,False,-22.578253587242006,209,False,-34.20591306147864,0.2717391304347826,92,-0.2708388757495934,-0.00348546098152619,-10.950594113005375,0.36752136752136755,117,-0.1816647974026694,-0.0012072769295993337
KRW-BTC,20,2.0,25,30,40,0.03,0.008,24,True,-34.102814024469566,209,False,-49.39071372019359,0.3548387096774194,93,-0.30822170437659396,-0.004027410490890725,-18.814914328745544,0.45689655172413796,116,-0.2125873010814882,-0.0018094046355697124
KRW-BTC,20,2.0,25,30,40,0.03,0.008,24,False,-19.338145667768526,193,False,-24.72607104344063,0.23255813953488372,86,-0.2496896774597752,-0.003179337546216264,-13.950220292096422,0.29906542056074764,107,-0.24704988945540693,-0.001840704565808686
