symbol,bb_period,bb_std,vol_mult,max_hold,bb_exit_mid,adx_ceil,rsi_floor,rsi_ceil,tp,sl,avg_oos,total_n,passed,F1_sharpe,F1_wr,F1_n,F1_mdd,F1_avg,F2_sharpe,F2_wr,F2_n,F2_mdd,F2_avg
KRW-BTC,20,2.0,1.2,18,True,25,20,45,0.04,0.02,-13.57013085642504,57,False,-13.468556418172259,0.3157894736842105,19,-0.16387422800767223,-0.007567623015425976,-13.671705294677821,0.3684210526315789,38,-0.28022741383553246,-0.006512549714174598
KRW-BTC,20,2.0,1.2,18,True,25,20,45,0.05,0.01,-10.76242652825369,64,False,-6.897194773876385,0.18181818181818182,22,-0.14932103645899006,-0.0032755546903529514,-14.627658282630993,0.21428571428571427,42,-0.1879536084956061,-0.004938437320099119
KRW-BTC,20,2.0,1.2,18,True,25,20,45,0.05,0.015,-11.594557116946135,58,False,-5.99076063670452,0.3157894736842105,19,-0.12468775659895455,-0.003321498067344558,-17.198353597187747,0.28205128205128205,39,-0.24704812377960186,-0.006699273742840972
KRW-BTC,20,2.0,1.2,18,True,25,20,45,0.05,0.02,-13.322177992181704,57,False,-11.070173332226393,0.3157894736842105,19,-0.1638742280076723,-0.006737419119976137,-15.574182652137017,0.3684210526315789,38,-0.28022741383553246,-0.007018568834295928
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.02,0.01,-17.562692044413552,55,False,-9.341937711144531,0.29411764705882354,17,-0.07676076561940731,-0.003134556939625549,-25.78344637768257,0.15789473684210525,38,-0.24874269855832665,-0.0069653072250983675
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.02,0.015,-18.316340207617635,49,False,-10.996887289115746,0.35714285714285715,14,-0.08214781110232323,-0.004554640569545332,-25.635793126119523,0.22857142857142856,35,-0.2934412779181838,-0.008704451368541309
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.02,0.02,-14.190997014283266,49,False,-9.93849832921911,0.42857142857142855,14,-0.09943023002274308,-0.004911247712402454,-18.443495699347423,0.34285714285714286,35,-0.2950040867188497,-0.007961864610197586
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.03,0.01,-13.743128052677182,54,False,-9.96800243973158,0.1875,16,-0.10466727287417192,-0.003996249999999944,-17.518253665622783,0.15789473684210525,38,-0.2273656207181868,-0.0059111489870825136
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.03,0.015,-11.44008036281144,49,False,-4.111029655802691,0.35714285714285715,14,-0.06897386603960018,-0.0020872739839729025,-18.76913106982019,0.22857142857142856,35,-0.2838379555837671,-0.007559936710124096
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.03,0.02,-10.849817275195727,49,False,-9.324709064210685,0.35714285714285715,14,-0.10611709158138762,-0.005296738269687177,-12.37492548618077,0.34285714285714286,35,-0.2784163389747057,-0.006246778523208942
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.04,0.01,-16.413924982954256,54,False,-14.624018462171655,0.125,16,-0.11318721545211625,-0.005740399607367128,-18.20383150373686,0.15789473684210525,38,-0.23324504166748286,-0.006028675123553027
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.04,0.015,-13.232296211803824,49,False,-8.710751621462306,0.2857142857142857,14,-0.08249087207741654,-0.004437194963821101,-17.75384080214534,0.22857142857142856,35,-0.2890435934230267,-0.00739216390448684
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.04,0.02,-13.822123052785555,49,False,-14.155879189994259,0.2857142857142857,14,-0.12356643737383649,-0.008003266392392528,-13.48836691557685,0.34285714285714286,35,-0.2929673226120157,-0.006654425175141245
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.05,0.01,-14.903732229362442,54,False,-11.603632954988022,0.125,16,-0.11318721545211613,-0.005116337107367121,-18.20383150373686,0.15789473684210525,38,-0.23324504166748286,-0.006028675123553027
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.05,0.015,-13.737459527504896,49,False,-6.750760853823185,0.2857142857142857,14,-0.08249087207741648,-0.0037239806781068072,-20.724158201186608,0.22857142857142856,35,-0.2890435934230267,-0.007941556092047141
KRW-BTC,20,2.0,1.2,18,True,25,25,40,0.05,0.02,-13.735015019418539,49,False,-12.020102050462128,0.2857142857142857,14,-0.12356643737383641,-0.007290052106678235,-15.449927988374949,0.34285714285714286,35,-0.2929673226120157,-0.007203817362701546
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.02,0.01,-17.231504507633687,63,False,-7.885120920750751,0.30434782608695654,23,-0.10391486074824816,-0.0027081507814623517,-26.577888094516624,0.175,40,-0.23520591335146498,-0.006917184181958089
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.02,0.015,-18.986324952083365,56,False,-11.581254293584779,0.3684210526315789,19,-0.11002316327176513,-0.0046815136890410915,-26.39139561058195,0.24324324324324326,37,-0.2807099092665884,-0.008693351097933287
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.02,0.02,-15.600514948256711,56,False,-11.92397213452616,0.42105263157894735,19,-0.13564832537812294,-0.005732566320620022,-19.277057761987262,0.35135135135135137,37,-0.2823008780691781,-0.008125836596797326
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.03,0.01,-13.510327088120064,62,False,-7.893698780928359,0.22727272727272727,22,-0.13943747586934946,-0.003177940158338037,-19.126955395311768,0.175,40,-0.21344364536339952,-0.006072802481658108
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.03,0.015,-13.238934566415246,56,False,-6.140415035466979,0.3684210526315789,19,-0.11002316327176516,-0.0029457075565904544,-20.337454097363512,0.24324324324324326,37,-0.27093354620236615,-0.007780506016527898
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.03,0.02,-12.518808008726117,56,False,-11.31730370244282,0.3684210526315789,19,-0.1455287298372787,-0.006098865451327288,-13.720312315009414,0.35135135135135137,37,-0.26541423835041106,-0.0066732617856622095
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.04,0.01,-14.622263276221023,62,False,-9.36813743536611,0.18181818181818182,22,-0.14932103645899006,-0.003992548963695995,-19.876389117075934,0.175,40,-0.21942900665880372,-0.006184452311305095
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.04,0.015,-13.719073312355484,56,False,-8.198370412531794,0.3157894736842105,19,-0.12468775659895462,-0.004151701962794397,-19.239776212179173,0.24324324324324326,37,-0.27623298359759607,-0.0076218020111953584
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.04,0.02,-14.166019661665967,56,False,-13.468556418172259,0.3157894736842105,19,-0.16387422800767223,-0.007567623015425976,-14.863482905159675,0.35135135135135137,37,-0.2802274138355322,-0.007058873483436008
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.05,0.01,-13.38679194547616,62,False,-6.897194773876385,0.18181818181818182,22,-0.14932103645899006,-0.0032755546903529514,-19.876389117075934,0.175,40,-0.21942900665880372,-0.006184452311305095
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.05,0.015,-14.212511383401264,56,False,-5.99076063670452,0.3157894736842105,19,-0.12468775659895455,-0.003321498067344558,-22.434262130098006,0.24324324324324326,37,-0.27623298359759607,-0.008141497323752401
KRW-BTC,20,2.0,1.2,18,True,25,25,45,0.05,0.02,-13.993468680543899,56,False,-11.070173332226393,0.3157894736842105,19,-0.1638742280076723,-0.006737419119976137,-16.916764028861405,0.35135135135135137,37,-0.2802274138355322,-0.007578568795993049
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.02,0.01,2.932836475226818,13,False,-22.614382797416482,0.16666666666666666,6,-0.04515461097704827,-0.006492499999999984,28.480055747870118,0.7142857142857143,7,-0.011484999999999992,0.009911428571428666
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.02,0.015,11.095653520247142,13,False,1.2930704675550935,0.5,6,-0.03268349199374973,0.000567535486857325,20.89823657293919,0.7142857142857143,7,-0.01647750000000006,0.008485000000000086
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.02,0.02,9.697158640341497,13,False,4.182445193993755,0.6666666666666666,6,-0.04247903910000002,0.001882382743322077,15.211872086689239,0.7142857142857143,7,-0.021469999999999944,0.007058571428571509
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.03,0.01,-223293899.75525793,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.42153636737041,0.5714285714285714,7,-0.011485000000000129,0.009034782776846344
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.03,0.015,0.7948284904087233,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.065211775420382,0.5714285714285714,7,-0.016477500000000107,0.006895139919703475
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.03,0.02,0.3151886926024665,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,8.053172738873462,0.5714285714285714,7,-0.021470000000000173,0.004755497062560607
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.04,0.01,-223293899.50069013,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.930672002190406,0.5714285714285714,7,-0.011485000000000035,0.009975081661329693
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.04,0.015,1.2396743703904471,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.95490353538383,0.5714285714285714,7,-0.016477500000000145,0.007835438804186823
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.04,0.02,0.8599735315899522,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,9.142742416848433,0.5714285714285714,7,-0.021470000000000017,0.005695795947043954
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.05,0.01,-223293899.5827473,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.766557608334463,0.5714285714285714,7,-0.011485000000000177,0.009673160722309292
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.05,0.015,1.1006841794577733,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.676923153518482,0.5714285714285714,7,-0.01647750000000013,0.007533517865166422
KRW-ETH,20,2.0,1.2,18,True,15,20,40,0.05,0.02,0.6903608918544459,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,8.80351713737742,0.5714285714285714,7,-0.021470000000000183,0.005393875008023553
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.02,0.01,7.477987167606617,16,False,-8.408964283584716,0.2857142857142857,7,-0.04515461097704836,-0.0029264285714285486,23.36493861879795,0.6666666666666666,9,-0.02283809477499979,0.008485000000000083
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.02,0.015,11.624154704942919,16,False,7.149140748416023,0.5714285714285714,7,-0.032683491993749765,0.003125030417306289,16.099168661469815,0.6666666666666666,9,-0.03268349199374987,0.006820833333333418
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.02,0.02,10.128259852299209,16,False,9.606678607600893,0.7142857142857143,7,-0.04247903909999997,0.004252042351418934,10.649841096997525,0.6666666666666666,9,-0.042479039100000074,0.00515666666666673
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.03,0.01,-223293900.81062928,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,18.70801244204668,0.5555555555555556,9,-0.022838094774999762,0.008912608826436078
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.03,0.015,-2.1328927165649016,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,12.410667035261579,0.5555555555555556,9,-0.03268349199374999,0.006693719937547185
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.03,0.02,-3.243808363514963,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,7.427379272766093,0.5555555555555556,9,-0.04247903910000009,0.004474831048658272
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.04,0.01,-223293900.14243564,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,20.044399728272406,0.5555555555555556,9,-0.02283809477499996,0.0107533968477009
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.04,0.015,-1.19782047384889,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,14.280811520693602,0.5555555555555556,9,-0.03268349199374977,0.008534507958812007
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.04,0.02,-2.167612927714619,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,9.579770144366782,0.5555555555555556,9,-0.04247903910000016,0.006315619069923096
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.05,0.01,-223293899.9972595,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,20.33475202935195,0.5555555555555556,9,-0.022838094774999967,0.011628013895129475
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.05,0.015,-0.8893830141145287,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,14.897686440162325,0.5555555555555556,9,-0.03268349199374973,0.009409125006240585
KRW-ETH,20,2.0,1.2,18,True,15,20,45,0.05,0.02,-1.762683323435378,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,10.389629352925263,0.5555555555555556,9,-0.04247903909999986,0.007190236117351671
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.02,0.01,2.932836475226818,13,False,-22.614382797416482,0.16666666666666666,6,-0.04515461097704827,-0.006492499999999984,28.480055747870118,0.7142857142857143,7,-0.011484999999999992,0.009911428571428666
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.02,0.015,11.095653520247142,13,False,1.2930704675550935,0.5,6,-0.03268349199374973,0.000567535486857325,20.89823657293919,0.7142857142857143,7,-0.01647750000000006,0.008485000000000086
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.02,0.02,9.697158640341497,13,False,4.182445193993755,0.6666666666666666,6,-0.04247903910000002,0.001882382743322077,15.211872086689239,0.7142857142857143,7,-0.021469999999999944,0.007058571428571509
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.03,0.01,-223293899.75525793,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.42153636737041,0.5714285714285714,7,-0.011485000000000129,0.009034782776846344
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.03,0.015,0.7948284904087233,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.065211775420382,0.5714285714285714,7,-0.016477500000000107,0.006895139919703475
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.03,0.02,0.3151886926024665,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,8.053172738873462,0.5714285714285714,7,-0.021470000000000173,0.004755497062560607
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.04,0.01,-223293899.50069013,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.930672002190406,0.5714285714285714,7,-0.011485000000000035,0.009975081661329693
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.04,0.015,1.2396743703904471,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.95490353538383,0.5714285714285714,7,-0.016477500000000145,0.007835438804186823
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.04,0.02,0.8599735315899522,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,9.142742416848433,0.5714285714285714,7,-0.021470000000000017,0.005695795947043954
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.05,0.01,-223293899.5827473,13,False,-446587818.93205225,0.0,6,-0.056121010269976825,-0.011485000000000007,19.766557608334463,0.5714285714285714,7,-0.011485000000000177,0.009673160722309292
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.05,0.015,1.1006841794577733,13,False,-11.475554794602935,0.3333333333333333,6,-0.03268349199374973,-0.004227569498644768,13.676923153518482,0.5714285714285714,7,-0.01647750000000013,0.007533517865166422
KRW-ETH,20,2.0,1.2,18,True,15,25,40,0.05,0.02,0.6903608918544459,13,False,-7.422795353668529,0.5,6,-0.04247903910000002,-0.0029127222421800165,8.80351713737742,0.5714285714285714,7,-0.021470000000000183,0.005393875008023553
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.02,0.01,7.477987167606617,16,False,-8.408964283584716,0.2857142857142857,7,-0.04515461097704836,-0.0029264285714285486,23.36493861879795,0.6666666666666666,9,-0.02283809477499979,0.008485000000000083
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.02,0.015,11.624154704942919,16,False,7.149140748416023,0.5714285714285714,7,-0.032683491993749765,0.003125030417306289,16.099168661469815,0.6666666666666666,9,-0.03268349199374987,0.006820833333333418
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.02,0.02,10.128259852299209,16,False,9.606678607600893,0.7142857142857143,7,-0.04247903909999997,0.004252042351418934,10.649841096997525,0.6666666666666666,9,-0.042479039100000074,0.00515666666666673
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.03,0.01,-223293900.81062928,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,18.70801244204668,0.5555555555555556,9,-0.022838094774999762,0.008912608826436078
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.03,0.015,-2.1328927165649016,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,12.410667035261579,0.5555555555555556,9,-0.03268349199374999,0.006693719937547185
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.03,0.02,-3.243808363514963,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,7.427379272766093,0.5555555555555556,9,-0.04247903910000009,0.004474831048658272
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.04,0.01,-223293900.14243564,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,20.044399728272406,0.5555555555555556,9,-0.02283809477499996,0.0107533968477009
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.04,0.015,-1.19782047384889,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,14.280811520693602,0.5555555555555556,9,-0.03268349199374977,0.008534507958812007
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.04,0.02,-2.167612927714619,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,9.579770144366782,0.5555555555555556,9,-0.04247903910000016,0.006315619069923096
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.05,0.01,-223293899.9972595,16,False,-446587820.329271,0.0,7,-0.0669614604670261,-0.011485000000000004,20.33475202935195,0.5555555555555556,9,-0.022838094774999967,0.011628013895129475
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.05,0.015,-0.8893830141145287,16,False,-16.676452468391382,0.2857142857142857,7,-0.0486224497544227,-0.005977559570266931,14.897686440162325,0.5555555555555556,9,-0.03268349199374973,0.009409125006240585
KRW-ETH,20,2.0,1.2,18,True,15,25,45,0.05,0.02,-1.762683323435378,16,False,-13.91499599979602,0.42857142857142855,7,-0.06303701413052298,-0.005563761921868587,10.389629352925263,0.5555555555555556,9,-0.04247903909999986,0.007190236117351671
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.02,0.01,-16.500848894796345,36,False,-35.24209341205486,0.10526315789473684,19,-0.16874892325143895,-0.008331842105263138,2.240395622462168,0.4117647058823529,17,-0.0606421098210496,0.0008494117647059649
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.02,0.015,-11.863212860333043,36,False,-19.00736520819467,0.2631578947368421,19,-0.1793761456549782,-0.007416173004150272,-4.719060512471417,0.4117647058823529,17,-0.09335277026683025,-0.0020873529411764243
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.02,0.02,-11.458122946054797,36,False,-12.97759318992508,0.42105263157894735,19,-0.17485172491915832,-0.00613310967046793,-9.938652702184513,0.4117647058823529,17,-0.12805389677403367,-0.0050241176470587545
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.03,0.01,-18.65520633857009,36,False,-40.90929346095782,0.05263157894736842,19,-0.16874892325143895,-0.009382894736842097,3.5988807838176418,0.35294117647058826,17,-0.05143271874086384,0.0016631458492897256
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.03,0.015,-11.172078725819095,36,False,-19.347315667129504,0.21052631578947367,19,-0.17133081374963452,-0.00787936405220357,-2.996841784508686,0.35294117647058826,17,-0.08446407193611283,-0.0015672953271809
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.03,0.02,-10.078584028194829,36,False,-11.941041708289633,0.3684210526315789,19,-0.15859303630020646,-0.0060707744027317465,-8.216126348100023,0.35294117647058826,17,-0.1244169801347877,-0.004797736503651467
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.04,0.01,-223293905.03632766,36,False,-446587810.66876006,0.0,19,-0.18773311412404334,-0.011484999999999993,0.596104738349707,0.29411764705882354,17,-0.06696146046702568,0.000288268919371095
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.04,0.015,-15.583423768800737,36,False,-25.180290810585984,0.15789473684210525,19,-0.16328548184429104,-0.009718706157466719,-5.986556727015491,0.29411764705882354,17,-0.11334505272717632,-0.0032358487276877663
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.04,0.02,-13.191172371105496,36,False,-15.073400467017251,0.3157894736842105,19,-0.14478644800929277,-0.007813690804973744,-11.308944275193742,0.29411764705882354,17,-0.16161608244549316,-0.00675996637474657
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.05,0.01,-223293905.3500023,36,False,-446587810.66876006,0.0,19,-0.18773311412404334,-0.011484999999999993,-0.031244489485024007,0.29411764705882354,17,-0.06696146046702593,-1.4623060819772997e-05
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.05,0.015,-18.187360939244122,36,False,-29.63805250666219,0.15789473684210525,19,-0.1711891193433465,-0.010234976902425726,-6.7366693718260535,0.29411764705882354,17,-0.11593704993111627,-0.0035387407078786336
KRW-ETH,20,2.0,1.2,18,True,20,20,40,0.05,0.02,-14.555691782590198,36,False,-16.992835185716654,0.3157894736842105,19,-0.15286482809299567,-0.00832996154993275,-12.118548379463743,0.29411764705882354,17,-0.16406696683610492,-0.007062858354937438
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.02,0.01,-9.635940067360835,37,False,-24.048156315762046,0.15789473684210525,19,-0.1590910843552593,-0.006755263157894707,4.776276181040378,0.4444444444444444,18,-0.06064210982104995,0.0018283333333334163
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.02,0.015,-7.811984213308043,37,False,-13.507329801785518,0.3157894736842105,19,-0.16562777735636758,-0.005576830898887121,-2.116638624830568,0.4444444444444444,18,-0.09335277026682993,-0.0009452777777777193
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.02,0.02,-7.815914717651518,37,False,-8.3455046192408,0.47368421052631576,19,-0.15674708483046848,-0.004031004407310021,-7.286324816062238,0.4444444444444444,18,-0.12805389677403342,-0.003718888888888831
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.03,0.01,-17.144390223636428,37,False,-40.90929346095781,0.05263157894736842,19,-0.16874892325143873,-0.009382894736842092,6.6205130136849535,0.3888888888888889,18,-0.05143271874086391,0.0031515821909958667
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.03,0.015,-9.580178294298548,37,False,-19.34731566712951,0.21052631578947367,19,-0.17133081374963463,-0.007879364052203575,0.1869590785324146,0.3888888888888889,18,-0.0844640719361127,0.0001006099687736182
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.03,0.02,-8.427739591493902,37,False,-11.94104170828962,0.3684210526315789,19,-0.15859303630020635,-0.006070774402731738,-4.914437474698185,0.3888888888888889,18,-0.12441698013478768,-0.0029503622534486056
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.04,0.01,-223293902.2655255,37,False,-446587809.15312505,0.0,19,-0.18773311412404312,-0.011484999999999988,4.622074094600216,0.3333333333333333,18,-0.06696146046702572,0.002407809534961603
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.04,0.015,-13.383933367356128,37,False,-25.180290810585998,0.15789473684210525,19,-0.16328548184429104,-0.009718706157466728,-1.587575924126258,0.3333333333333333,18,-0.1133450527271758,-0.0009205237983717566
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.04,0.02,-10.861170672206592,37,False,-15.07340046701724,0.3157894736842105,19,-0.14478644800929255,-0.007813690804973735,-6.648940877395944,0.3333333333333333,18,-0.16161608244549322,-0.004248857131705092
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.05,0.01,-223293902.08420208,37,False,-446587809.15312505,0.0,19,-0.18773311412404312,-0.011484999999999988,4.984720910160497,0.3333333333333333,18,-0.06696146046702578,0.0026764671092257826
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.05,0.015,-15.366593952684186,37,False,-29.63805250666221,0.15789473684210525,19,-0.1711891193433466,-0.010234976902425735,-1.0951353987061625,0.3333333333333333,18,-0.11593704993111592,-0.0006518662241075768
KRW-ETH,20,2.0,1.2,18,True,20,20,45,0.05,0.02,-11.539636724425135,37,False,-16.99283518571664,0.3157894736842105,19,-0.15286482809299556,-0.008329961549932742,-6.086438263133629,0.3333333333333333,18,-0.16406696683610505,-0.003980199557440912
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.02,0.01,-16.500848894796345,36,False,-35.24209341205486,0.10526315789473684,19,-0.16874892325143895,-0.008331842105263138,2.240395622462168,0.4117647058823529,17,-0.0606421098210496,0.0008494117647059649
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.02,0.015,-11.863212860333043,36,False,-19.00736520819467,0.2631578947368421,19,-0.1793761456549782,-0.007416173004150272,-4.719060512471417,0.4117647058823529,17,-0.09335277026683025,-0.0020873529411764243
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.02,0.02,-11.458122946054797,36,False,-12.97759318992508,0.42105263157894735,19,-0.17485172491915832,-0.00613310967046793,-9.938652702184513,0.4117647058823529,17,-0.12805389677403367,-0.0050241176470587545
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.03,0.01,-18.65520633857009,36,False,-40.90929346095782,0.05263157894736842,19,-0.16874892325143895,-0.009382894736842097,3.5988807838176418,0.35294117647058826,17,-0.05143271874086384,0.0016631458492897256
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.03,0.015,-11.172078725819095,36,False,-19.347315667129504,0.21052631578947367,19,-0.17133081374963452,-0.00787936405220357,-2.996841784508686,0.35294117647058826,17,-0.08446407193611283,-0.0015672953271809
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.03,0.02,-10.078584028194829,36,False,-11.941041708289633,0.3684210526315789,19,-0.15859303630020646,-0.0060707744027317465,-8.216126348100023,0.35294117647058826,17,-0.1244169801347877,-0.004797736503651467
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.04,0.01,-223293905.03632766,36,False,-446587810.66876006,0.0,19,-0.18773311412404334,-0.011484999999999993,0.596104738349707,0.29411764705882354,17,-0.06696146046702568,0.000288268919371095
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.04,0.015,-15.583423768800737,36,False,-25.180290810585984,0.15789473684210525,19,-0.16328548184429104,-0.009718706157466719,-5.986556727015491,0.29411764705882354,17,-0.11334505272717632,-0.0032358487276877663
KRW-ETH,20,2.0,1.2,18,True,20,25,40,0.04,0.02,-13.191172371105496,36,False,-15.073400467017251,0.3157894736842105,19,-0.14478644800929277,-0.007813690804973744,-11.308944275193742,0.29411764705882354,17,-0.16161608244549316,-0.00675996637474657
