bb_period,bb_std,entry_pct,tp,sl,max_hold,bb_exit_mid,slippage,passed,avg_sharpe,W1_sharpe,W1_n,W1_wr,W1_avg,W2_sharpe,W2_n,W2_wr,W2_avg
15,2.0,0.0,0.05,0.03,48,False,0.003,0,-11.613780071128652,-9.264781200924215,68,0.3088235294117647,-0.008775588235294075,-13.96277894133309,78,0.2692307692307692,-0.012487669550625058
15,2.0,0.0,0.05,0.03,48,True,0.001,0,-7.343378867780168,-8.863669155413758,68,0.4264705882352941,-0.006870013645434539,-5.823088580146578,82,0.4268292682926829,-0.004738821798853307
15,2.0,0.0,0.05,0.03,48,True,0.002,0,-9.705563358896184,-11.151220936077268,69,0.37681159420289856,-0.008543230672955609,-8.2599057817151,82,0.4268292682926829,-0.006537029604617885
15,2.0,0.0,0.05,0.03,48,True,0.003,0,-13.709485831442425,-17.364440955047687,69,0.3333333333333333,-0.012600610050976766,-10.054530707837161,82,0.4146341463414634,-0.0078789440967536
15,2.0,0.0,0.08,0.02,12,False,0.001,0,-9.458253916169497,-5.308143427669591,72,0.25,-0.004468746497142274,-13.608364404669402,86,0.18604651162790697,-0.009378180163195622
15,2.0,0.0,0.08,0.02,12,False,0.002,0,-12.193777819799386,-8.034064555877146,72,0.20833333333333334,-0.006700010055239415,-16.353491083721625,87,0.1839080459770115,-0.01096355040271253
15,2.0,0.0,0.08,0.02,12,False,0.003,0,-16.431007427930247,-9.73704827008977,73,0.1917808219178082,-0.008037258011618226,-23.12496658577072,87,0.16091954022988506,-0.013954146769343475
15,2.0,0.0,0.08,0.02,12,True,0.001,0,-8.27697909629777,-7.975900424361722,72,0.3194444444444444,-0.005323664718595772,-8.578057768233819,86,0.3023255813953488,-0.005732134187860566
15,2.0,0.0,0.08,0.02,12,True,0.002,0,-13.414952044252878,-14.10411782715876,72,0.25,-0.008994559210058203,-12.725786261346999,87,0.28735632183908044,-0.008121737332683742
15,2.0,0.0,0.08,0.02,12,True,0.003,0,-16.46848254332245,-16.032311467829683,73,0.2465753424657534,-0.01004457385672546,-16.90465361881522,88,0.2727272727272727,-0.010272025954831464
15,2.0,0.0,0.08,0.02,24,False,0.001,0,-7.34763681765905,-2.428167132738725,70,0.21428571428571427,-0.0023670992795693673,-12.267106502579376,84,0.14285714285714285,-0.009594360988130832
15,2.0,0.0,0.08,0.02,24,False,0.002,0,-10.632910108005685,-5.4254830461447465,71,0.19718309859154928,-0.0050830988118470925,-15.840337169866622,85,0.1411764705882353,-0.01166844762277191
15,2.0,0.0,0.08,0.02,24,False,0.003,0,-15.749815925258698,-7.320484513037735,72,0.19444444444444445,-0.0066876371749868945,-24.17914733747966,86,0.10465116279069768,-0.015452330118874043
15,2.0,0.0,0.08,0.02,24,True,0.001,0,-8.205752799460699,-7.975900424361722,72,0.3194444444444444,-0.005323664718595772,-8.435605174559676,86,0.3023255813953488,-0.005651420214039583
15,2.0,0.0,0.08,0.02,24,True,0.002,0,-13.33482737454664,-14.10411782715876,72,0.25,-0.008994559210058203,-12.56553692193452,87,0.28735632183908044,-0.00804211051932644
15,2.0,0.0,0.08,0.02,24,True,0.003,0,-16.37799116154675,-16.032311467829683,73,0.2465753424657534,-0.01004457385672546,-16.723670855263816,88,0.2727272727272727,-0.010193461279640615
15,2.0,0.0,0.08,0.02,48,False,0.001,0,-7.264430197497061,-2.0627724033963957,69,0.2028985507246377,-0.002072157434015273,-12.466087991597727,81,0.12345679012345678,-0.010064448764884805
15,2.0,0.0,0.08,0.02,48,False,0.002,0,-11.3518684516946,-6.644271953499878,70,0.17142857142857143,-0.006212924243163769,-16.05946494988932,81,0.1111111111111111,-0.01229970137425778
15,2.0,0.0,0.08,0.02,48,False,0.003,0,-16.005957029987325,-8.024808602279625,71,0.16901408450704225,-0.0074519221637867426,-23.987105457695026,83,0.07228915662650602,-0.015947437057116123
15,2.0,0.0,0.08,0.02,48,True,0.001,0,-8.205752799460699,-7.975900424361722,72,0.3194444444444444,-0.005323664718595772,-8.435605174559676,86,0.3023255813953488,-0.005651420214039583
15,2.0,0.0,0.08,0.02,48,True,0.002,0,-13.33482737454664,-14.10411782715876,72,0.25,-0.008994559210058203,-12.56553692193452,87,0.28735632183908044,-0.00804211051932644
15,2.0,0.0,0.08,0.02,48,True,0.003,0,-16.37799116154675,-16.032311467829683,73,0.2465753424657534,-0.01004457385672546,-16.723670855263816,88,0.2727272727272727,-0.010193461279640615
15,2.0,0.0,0.08,0.03,12,False,0.001,0,-9.001647538195256,-6.421893299946318,68,0.3235294117647059,-0.006367026863603792,-11.581401776444194,81,0.2716049382716049,-0.010058075966942541
15,2.0,0.0,0.08,0.03,12,False,0.002,0,-10.644152542346696,-8.119203385346955,69,0.2898550724637681,-0.007975123767008516,-13.169101699346438,81,0.2716049382716049,-0.011338129339151475
15,2.0,0.0,0.08,0.03,12,False,0.003,0,-13.335081671170911,-11.889172862116679,69,0.2608695652173913,-0.011238283244263866,-14.780990480225146,81,0.2716049382716049,-0.012617029357404087
15,2.0,0.0,0.08,0.03,12,True,0.001,0,-7.199835187915045,-8.540048113761896,69,0.42028985507246375,-0.006828386179211798,-5.859622262068193,82,0.4024390243902439,-0.0050382217086068345
15,2.0,0.0,0.08,0.03,12,True,0.002,0,-9.252403793559365,-10.919013314189948,70,0.37142857142857144,-0.008595421924558816,-7.585794272928781,82,0.4024390243902439,-0.006445417255467617
15,2.0,0.0,0.08,0.03,12,True,0.003,0,-12.296986233114072,-15.166356973626849,70,0.34285714285714286,-0.011573008816256615,-9.427615492601296,82,0.4024390243902439,-0.00789121838729252
15,2.0,0.0,0.08,0.03,24,False,0.001,0,-5.6868347952348905,-2.0025284571166218,67,0.2835820895522388,-0.002379729028932884,-9.37114113335316,76,0.25,-0.00960738600854301
15,2.0,0.0,0.08,0.03,24,False,0.002,0,-6.899258278634208,-3.2992134266338855,68,0.27941176470588236,-0.003895562582804799,-10.49930313063453,76,0.25,-0.010732191115063586
15,2.0,0.0,0.08,0.03,24,False,0.003,0,-8.919194356191673,-6.205646274390817,68,0.2647058823529412,-0.0070806690583706715,-11.632742437992528,76,0.23684210526315788,-0.011856465049420986
15,2.0,0.0,0.08,0.03,24,True,0.001,0,-7.41007435411166,-9.231471360334012,68,0.4117647058823529,-0.007411913634076447,-5.588677347889307,82,0.4146341463414634,-0.004815202502150233
15,2.0,0.0,0.08,0.03,24,True,0.002,0,-9.445820762009994,-11.582365017066884,69,0.36231884057971014,-0.009152205888736399,-7.309276506953103,82,0.4146341463414634,-0.006222843643500419
15,2.0,0.0,0.08,0.03,24,True,0.003,0,-12.49927177399719,-15.853973202421477,69,0.3333333333333333,-0.012129165932145351,-9.144570345572903,82,0.4024390243902439,-0.0076690894817340325
15,2.0,0.0,0.08,0.03,48,False,0.001,0,-6.958962368718355,-1.575941211503243,65,0.27692307692307694,-0.001953751737646984,-12.341983525933466,73,0.1780821917808219,-0.012917949999392732
15,2.0,0.0,0.08,0.03,48,False,0.002,0,-8.042951225382321,-2.771225969237015,66,0.2727272727272727,-0.003415222682143397,-13.314676481527627,73,0.1780821917808219,-0.01392021659335451
15,2.0,0.0,0.08,0.03,48,False,0.003,0,-9.85009949359107,-5.410792628611844,67,0.2537313432835821,-0.00649800706908744,-14.289406358570295,73,0.1643835616438356,-0.014922428434803247
15,2.0,0.0,0.08,0.03,48,True,0.001,0,-7.41007435411166,-9.231471360334012,68,0.4117647058823529,-0.007411913634076447,-5.588677347889307,82,0.4146341463414634,-0.004815202502150233
15,2.0,0.0,0.08,0.03,48,True,0.002,0,-9.445820762009994,-11.582365017066884,69,0.36231884057971014,-0.009152205888736399,-7.309276506953103,82,0.4146341463414634,-0.006222843643500419
15,2.0,0.0,0.08,0.03,48,True,0.003,0,-12.49927177399719,-15.853973202421477,69,0.3333333333333333,-0.012129165932145351,-9.144570345572903,82,0.4024390243902439,-0.0076690894817340325
15,2.0,0.0,0.1,0.02,12,False,0.001,0,-6.96996562414296,-2.9810183852084147,72,0.25,-0.0028398497233905313,-10.958912863077504,86,0.18604651162790697,-0.008449342953893295
15,2.0,0.0,0.1,0.02,12,False,0.002,0,-9.35349259590377,-5.377911594150593,72,0.20833333333333334,-0.00508763466560625,-13.329073597656949,87,0.1839080459770115,-0.010046309023402183
15,2.0,0.0,0.1,0.02,12,False,0.003,0,-13.286776291034615,-6.901900912637068,73,0.1917808219178082,-0.0064632063337817045,-19.671651669432162,87,0.16091954022988506,-0.013266905390033126
15,2.0,0.0,0.1,0.02,12,True,0.001,0,-7.314110716160274,-6.651457969335036,72,0.3194444444444444,-0.004768942496373548,-7.976763462985512,86,0.3023255813953488,-0.005499924885534985
15,2.0,0.0,0.1,0.02,12,True,0.002,0,-12.08497534157815,-12.220151756524741,72,0.25,-0.008440392543391536,-11.94979892663156,87,0.28735632183908044,-0.007892426987856157
15,2.0,0.0,0.1,0.02,12,True,0.003,0,-14.949196913145157,-13.9770145503052,73,0.2465753424657534,-0.009498546459465186,-15.921379275985114,88,0.2727272727272727,-0.010045548682104192
15,2.0,0.0,0.1,0.02,24,False,0.001,0,-5.548004527815589,-0.43186868093783715,70,0.21428571428571427,-0.00047544398607856996,-10.664140374693341,84,0.13095238095238096,-0.009240742916429746
15,2.0,0.0,0.1,0.02,24,False,0.002,0,-8.86409917243604,-3.3599128421885744,71,0.19718309859154928,-0.003530266728179505,-14.368285502683506,85,0.12941176470588237,-0.011566802256936147
15,2.0,0.0,0.1,0.02,24,False,0.003,0,-12.12505762957253,-4.665466661513879,72,0.19444444444444445,-0.004863003230996417,-19.58464859763118,86,0.10465116279069768,-0.014437561198784652
15,2.0,0.0,0.1,0.02,24,True,0.001,0,-7.246222937559703,-6.651457969335036,72,0.3194444444444444,-0.004768942496373548,-7.84098790578437,86,0.3023255813953488,-0.005419210911714003
15,2.0,0.0,0.1,0.02,24,True,0.002,0,-12.009300878695901,-12.220151756524741,72,0.25,-0.008440392543391536,-11.798450000867062,87,0.28735632183908044,-0.007812800174498855
15,2.0,0.0,0.1,0.02,24,True,0.003,0,-14.864588963800674,-13.9770145503052,73,0.2465753424657534,-0.009498546459465186,-15.752163377296151,88,0.2727272727272727,-0.009966984006913343
15,2.0,0.0,0.1,0.02,48,False,0.001,0,-5.296949749231825,-0.45242565837905974,66,0.19696969696969696,-0.0005166423114323957,-10.14147384008459,81,0.1111111111111111,-0.009324819135255175
15,2.0,0.0,0.1,0.02,48,False,0.002,0,-9.367153875444425,-5.089640784113547,67,0.16417910447761194,-0.0053458599696347055,-13.644666966775302,81,0.09876543209876543,-0.011807108781665191
15,2.0,0.0,0.1,0.02,48,False,0.003,0,-12.277143481850693,-6.35346526175603,68,0.16176470588235295,-0.006623914184765113,-18.200821701945358,83,0.07228915662650602,-0.014506714165549859
15,2.0,0.0,0.1,0.02,48,True,0.001,0,-7.246222937559703,-6.651457969335036,72,0.3194444444444444,-0.004768942496373548,-7.84098790578437,86,0.3023255813953488,-0.005419210911714003
15,2.0,0.0,0.1,0.02,48,True,0.002,0,-12.009300878695901,-12.220151756524741,72,0.25,-0.008440392543391536,-11.798450000867062,87,0.28735632183908044,-0.007812800174498855
15,2.0,0.0,0.1,0.02,48,True,0.003,0,-14.864588963800674,-13.9770145503052,73,0.2465753424657534,-0.009498546459465186,-15.752163377296151,88,0.2727272727272727,-0.009966984006913343
15,2.0,0.0,0.1,0.03,12,False,0.001,0,-6.684303644274323,-3.9150449101899207,68,0.3235294117647059,-0.004348636161984299,-9.453562378358724,81,0.2716049382716049,-0.00895172331946403
15,2.0,0.0,0.1,0.03,12,False,0.002,0,-8.18199619505367,-5.45441645853626,69,0.2898550724637681,-0.0060035146647826046,-10.90957593157108,81,0.2716049382716049,-0.010246271299307656
15,2.0,0.0,0.1,0.03,12,False,0.003,0,-10.741853231652431,-9.097037549736537,69,0.2608695652173913,-0.00957298219379914,-12.386668913568325,81,0.2716049382716049,-0.011539612431848381
15,2.0,0.0,0.1,0.03,12,True,0.001,0,-6.535929530729744,-7.40652436705704,69,0.42028985507246375,-0.006249545599501652,-5.665334694402449,82,0.4024390243902439,-0.004925034544337762
15,2.0,0.0,0.1,0.03,12,True,0.002,0,-8.531110948290337,-9.64925408044093,70,0.37142857142857144,-0.008025421924558815,-7.412967816139743,82,0.4024390243902439,-0.006358423638802853
15,2.0,0.0,0.1,0.03,12,True,0.003,0,-11.397040225399527,-13.588855372018605,70,0.34285714285714286,-0.011003580244828046,-9.20522507878045,82,0.4024390243902439,-0.007790067186443908
15,2.0,0.0,0.1,0.03,24,False,0.001,0,-3.6929437436674797,0.09466357306652741,67,0.2835820895522388,0.00012509180400903751,-7.480551060401487,76,0.23684210526315788,-0.00855963708718918
15,2.0,0.0,0.1,0.03,24,False,0.002,0,-4.821239816586277,-1.1383824557786084,68,0.27941176470588236,-0.0014925018071016076,-8.504097177393946,76,0.23684210526315788,-0.00969975879801043
15,2.0,0.0,0.1,0.03,24,False,0.003,0,-6.6052530549404835,-3.6774609600238835,68,0.2647058823529412,-0.004686710816148189,-9.533045149857083,76,0.2236842105263158,-0.010839292324056676
15,2.0,0.0,0.1,0.03,24,True,0.001,0,-6.7236867738216075,-8.049390493701525,68,0.4117647058823529,-0.006824560692899976,-5.39798305394169,82,0.4146341463414634,-0.004702015337881162
15,2.0,0.0,0.1,0.03,24,True,0.002,0,-8.70133751487582,-10.26303086857187,69,0.36231884057971014,-0.00857394501917118,-7.139644161179773,82,0.4146341463414634,-0.006135850026835653
15,2.0,0.0,0.1,0.03,24,True,0.003,0,-11.571325837271752,-14.216595242699626,69,0.3333333333333333,-0.011551484772725062,-8.926056431843879,82,0.4024390243902439,-0.00756793828088542
15,2.0,0.0,0.1,0.03,48,False,0.001,0,-4.259594077000196,1.0426890440244554,62,0.2903225806451613,0.00145077623735326,-9.561877198024849,73,0.1643835616438356,-0.011413360958296844
15,2.0,0.0,0.1,0.03,48,False,0.002,0,-5.263625774889943,-0.11303352241972928,63,0.2857142857142857,-0.0001561486979317597,-10.414218027360157,73,0.1643835616438356,-0.012417134401573694
15,2.0,0.0,0.1,0.03,48,False,0.003,0,-7.0419788901694425,-2.8156494854755807,64,0.265625,-0.0037669870949368347,-11.268308294863305,73,0.1506849315068493,-0.013420853092337494
15,2.0,0.0,0.1,0.03,48,True,0.001,0,-6.7236867738216075,-8.049390493701525,68,0.4117647058823529,-0.006824560692899976,-5.39798305394169,82,0.4146341463414634,-0.004702015337881162
15,2.0,0.0,0.1,0.03,48,True,0.002,0,-8.70133751487582,-10.26303086857187,69,0.36231884057971014,-0.00857394501917118,-7.139644161179773,82,0.4146341463414634,-0.006135850026835653
15,2.0,0.0,0.1,0.03,48,True,0.003,0,-11.571325837271752,-14.216595242699626,69,0.3333333333333333,-0.011551484772725062,-8.926056431843879,82,0.4024390243902439,-0.00756793828088542
15,2.0,0.0,0.15,0.02,12,False,0.001,0,-5.987918295873504,-0.8717332584970491,72,0.25,-0.0009654126542901583,-11.10410333324996,86,0.18604651162790697,-0.008641274519175722
15,2.0,0.0,0.15,0.02,12,False,0.002,0,-8.256645922354245,-2.9632670708960878,72,0.20833333333333334,-0.003260474535056552,-13.550024773812401,87,0.1839080459770115,-0.010272825411499339
15,2.0,0.0,0.15,0.02,12,False,0.003,0,-12.213362150583603,-4.328090485764092,73,0.1917808219178082,-0.004707526169596554,-20.098633815403115,87,0.16091954022988506,-0.013546342243041612
15,2.0,0.0,0.15,0.02,12,True,0.001,0,-7.29133590602096,-7.368300397906743,72,0.3194444444444444,-0.0050771927938151485,-7.214371414135177,86,0.3023255813953488,-0.005205743473964234
15,2.0,0.0,0.15,0.02,12,True,0.002,0,-12.170005823411516,-13.339976959606984,72,0.25,-0.008778430112585441,-11.000034687216049,87,0.28735632183908044,-0.007614788610432376
15,2.0,0.0,0.15,0.02,12,True,0.003,0,-15.040805131473796,-15.31090401426456,73,0.2465753424657534,-0.00986121398669403,-14.770706248683032,88,0.2727272727272727,-0.009784026514591164
15,2.0,0.0,0.15,0.02,24,False,0.001,0,-2.0708465618608485,2.7765652244641412,70,0.21428571428571427,0.0038485673165543173,-6.918258348185838,84,0.13095238095238096,-0.007288367906250446
15,2.0,0.0,0.15,0.02,24,False,0.002,0,-5.292895504030191,0.22004863021199714,71,0.19718309859154928,0.00029117536972508726,-10.805839638272378,85,0.12941176470588237,-0.010251428099765788
15,2.0,0.0,0.15,0.02,24,False,0.003,0,-8.713413720996817,-0.8720082697754982,72,0.19444444444444445,-0.0011435420046957145,-16.554819172218135,86,0.10465116279069768,-0.013743111069244834
15,2.0,0.0,0.15,0.02,24,True,0.001,0,-7.227791445551791,-7.368300397906743,72,0.3194444444444444,-0.0050771927938151485,-7.08728249319684,86,0.3023255813953488,-0.005125029500143251
15,2.0,0.0,0.15,0.02,24,True,0.002,0,-12.099759339528983,-13.339976959606984,72,0.25,-0.008778430112585441,-10.859541719450984,87,0.28735632183908044,-0.007535161797075074
15,2.0,0.0,0.15,0.02,24,True,0.003,0,-14.962911714245918,-15.31090401426456,73,0.2465753424657534,-0.00986121398669403,-14.614919414227275,88,0.2727272727272727,-0.009705461839400319
15,2.0,0.0,0.15,0.02,48,False,0.001,0,-3.8895216218777664,2.2924386027366146,62,0.1774193548387097,0.0034119614104106562,-10.071481846492148,79,0.08860759493670886,-0.010262663728532665
15,2.0,0.0,0.15,0.02,48,False,0.002,0,-8.335525326124689,-1.8387115037323396,63,0.14285714285714285,-0.00251821615818296,-14.832339148517036,79,0.0759493670886076,-0.013440039993689807
15,2.0,0.0,0.15,0.02,48,False,0.003,0,-12.396633027902485,-2.841502947191482,64,0.140625,-0.003860799446312966,-21.951763108613488,81,0.04938271604938271,-0.01678127620728172
15,2.0,0.0,0.15,0.02,48,True,0.001,0,-7.227791445551791,-7.368300397906743,72,0.3194444444444444,-0.0050771927938151485,-7.08728249319684,86,0.3023255813953488,-0.005125029500143251
15,2.0,0.0,0.15,0.02,48,True,0.002,0,-12.099759339528983,-13.339976959606984,72,0.25,-0.008778430112585441,-10.859541719450984,87,0.28735632183908044,-0.007535161797075074
15,2.0,0.0,0.15,0.02,48,True,0.003,0,-14.962911714245918,-15.31090401426456,73,0.2465753424657534,-0.00986121398669403,-14.614919414227275,88,0.2727272727272727,-0.009705461839400319
15,2.0,0.0,0.15,0.03,12,False,0.001,0,-5.8026854975210105,-1.910813343667553,68,0.3235294117647059,-0.002395137450722445,-9.694557651374469,81,0.2716049382716049,-0.009203995958091675
15,2.0,0.0,0.15,0.03,12,False,0.002,0,-7.2805784807829195,-3.3421963322970156,69,0.2898550724637681,-0.004143461071091724,-11.218960629268823,81,0.2716049382716049,-0.010537963234609671
15,2.0,0.0,0.15,0.03,12,False,0.003,0,-9.602950401319614,-6.432417569668557,69,0.2608695652173913,-0.007715523469371372,-12.773483232970673,81,0.2716049382716049,-0.011870565133175094
15,2.0,0.0,0.15,0.03,12,True,0.001,0,-6.588752369668519,-8.025679306235798,69,0.42028985507246375,-0.006571198083788539,-5.15182543310124,82,0.4024390243902439,-0.004616502820007463
15,2.0,0.0,0.15,0.03,12,True,0.002,0,-8.63754755419643,-10.412393296554418,70,0.37142857142857144,-0.008373117710015403,-6.862701811838441,82,0.4024390243902439,-0.006063856092023964
15,2.0,0.0,0.15,0.03,12,True,0.003,0,-11.620853486785773,-14.621994164821132,70,0.34285714285714286,-0.011381790666080981,-8.619712808750414,82,0.4024390243902439,-0.0075094092505762705
15,2.0,0.0,0.15,0.03,24,False,0.001,0,-1.4827116773362377,3.3416394201311745,67,0.2835820895522388,0.00538786480675981,-6.30706277480365,76,0.23684210526315788,-0.007734126667791098
15,2.0,0.0,0.15,0.03,24,False,0.002,0,-2.5431758427632545,2.2669315706695774,68,0.27941176470588236,0.00362325526600107,-7.353283256196087,76,0.23684210526315788,-0.00896034289341579
15,2.0,0.0,0.15,0.03,24,False,0.003,0,-4.327443578730963,-0.24346837698878063,68,0.2647058823529412,-0.0003730390793484158,-8.411418780473147,76,0.2236842105263158,-0.010185630200960305
15,2.0,0.0,0.15,0.03,24,True,0.001,0,-6.794511396341981,-8.695024922658359,68,0.4117647058823529,-0.007150943360779319,-4.893997870025603,82,0.4146341463414634,-0.004393483613550861
15,2.0,0.0,0.15,0.03,24,True,0.002,0,-8.827477063273763,-11.055833658379749,69,0.36231884057971014,-0.008926679873982211,-6.599120468167777,82,0.4146341463414634,-0.005841282480056765
15,2.0,0.0,0.15,0.03,24,True,0.003,0,-11.819537887661518,-15.288613481602122,69,0.3333333333333333,-0.011935176504430937,-8.350462293720915,82,0.4024390243902439,-0.007287280345017782
15,2.0,0.0,0.15,0.03,48,False,0.001,0,-1.8643620473146902,3.473386339199454,56,0.26785714285714285,0.006035040346132986,-7.202110433828834,69,0.15942028985507245,-0.009992913217878385
15,2.0,0.0,0.15,0.03,48,False,0.002,0,-3.212212323813452,1.5673191328727254,56,0.25,0.002657901913600165,-7.99174378049963,69,0.15942028985507245,-0.011060159844816644
15,2.0,0.0,0.15,0.03,48,False,0.003,0,-5.558942006004669,-1.4896621469673827,57,0.22807017543859648,-0.0023997838339094822,-9.628221865041954,69,0.14492753623188406,-0.012842241543583129
